orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
2732,2024-06-21,2024-07-05,Processing,210,12376.77,Bank Transfer
2733,2025-06-04,,Processing,222,2145.86,Cash
2734,2025-06-16,2025-07-12,Shipped,88,8979.68,Bank Transfer
2735,2025-03-20,2025-04-02,Cancelled,773,,Bank Transfer
2736,2025-08-30,2025-09-13,Shipped,11,2444.4,Cash
2737,2025-06-11,2025-06-25,Processing,539,3713.53,Credit Card
2738,2024-01-01,2024-01-23,Processing,398,,Debit Card
2739,2025-11-24,2025-12-17,Processing,314,5549.02,Cash
2740,2025-01-02,2025-01-27,Delivered,53,2073.12,Credit Card
2741,2025-10-12,2025-11-10,Processing,75,5362.41,Credit Card
2742,2024-06-06,2024-06-30,Cancelled,811,372.95,Bank Transfer
2743,2025-03-16,2025-04-12,Processing,305,920.99,Debit Card
2744,2023-12-17,2023-12-31,Cancelled,780,5692.26,Cash
2745,2024-05-23,,Delivered,827,2724.81,Debit Card
2746,2024-09-18,2024-10-14,Delivered,447,10139.66,Bank Transfer
2747,2025-06-29,2025-07-08,Delivered,910,6476.87,PayPal
2748,2024-05-06,2024-05-18,Processing,962,6074.11,Credit Card
2749,2024-04-13,2024-05-11,Processing,779,4755.48,Credit Card
2750,2025-04-28,,Pending,733,5590.7,Credit Card
2751,2024-03-12,2024-03-30,Processing,951,11104.51,Bank Transfer
2752,2025-07-24,2025-08-03,Delivered,831,13082.48,PayPal
2753,2024-10-15,2024-10-22,,353,5576.43,Credit Card
2754,2024-08-27,2024-09-13,Pending,648,3043.06,Bank Transfer
2755,2024-04-19,2024-05-18,Processing,338,9693.67,Debit Card
2756,2025-05-07,2025-05-26,Delivered,624,6047.52,Cash
2757,2025-08-22,2025-09-02,Shipped,707,16759.9,Cash
2758,2024-02-27,2024-03-25,Processing,722,1335.5,Cash
2759,2025-06-03,2025-06-14,Pending,653,4757.22,PayPal
2760,2025-06-08,2025-07-02,Delivered,224,7503.83,Bank Transfer
2761,2024-05-02,2024-05-28,Processing,818,10835.38,Cash
2762,2025-03-19,2025-04-06,Shipped,480,11840.99,Debit Card
2763,2024-10-24,2024-11-22,Delivered,206,2552.44,Cash
2764,2025-02-27,2025-03-18,Cancelled,762,2063.28,Debit Card
2765,2025-07-02,2025-07-10,Shipped,755,8735.0,Cash
2766,2024-11-17,2024-12-08,Shipped,270,6451.48,Credit Card
2767,2025-11-20,2025-12-12,Cancelled,406,16706.61,Credit Card
2768,2024-04-01,2024-04-07,Shipped,450,1956.72,Bank Transfer
2769,2024-11-24,,Processing,327,11477.62,PayPal
2770,2024-11-25,2024-12-19,Pending,505,8532.39,Cash
2771,2024-12-14,2025-01-11,Delivered,763,6135.21,Cash
2772,2023-11-28,2023-12-27,Cancelled,187,,Credit Card
2773,2025-07-07,2025-07-21,Delivered,566,13241.91,Cash
2774,2024-12-04,2024-12-08,Pending,596,,Debit Card
2775,2025-04-25,2025-05-23,Pending,570,6759.68,Bank Transfer
2776,2025-03-03,2025-03-29,Delivered,28,2570.41,Debit Card
2777,2025-06-13,2025-06-30,Cancelled,126,5059.22,Debit Card
2778,2025-03-18,2025-03-23,Delivered,332,7622.84,Bank Transfer
2779,2025-11-24,2025-12-23,Pending,168,11585.07,Cash
2780,2025-09-02,2025-09-23,Delivered,645,6372.95,PayPal
2781,2024-01-24,2024-02-15,Pending,563,4026.54,Credit Card
2782,2024-07-29,2024-08-03,Pending,588,5003.8,
2783,2024-04-23,2024-05-14,Processing,843,8767.82,Debit Card
2784,2025-08-18,2025-09-07,Delivered,712,2377.34,Bank Transfer
2785,2024-01-24,2024-02-21,Cancelled,219,8749.67,Credit Card
2786,2025-07-24,2025-08-07,Processing,99,4446.1,Debit Card
2787,2024-05-06,,Processing,202,2895.66,
2788,2024-07-20,2024-07-26,Delivered,38,2987.78,Cash
2789,2025-09-28,2025-10-20,Shipped,885,10817.66,Debit Card
2790,2024-08-30,2024-09-28,Delivered,504,,PayPal
2791,2025-07-18,2025-07-22,Delivered,294,4030.31,Bank Transfer
2792,2024-05-18,2024-06-07,Processing,800,9217.49,Cash
2793,2024-08-11,2024-08-20,Processing,370,8950.2,Bank Transfer
2794,2025-01-03,2025-01-22,Pending,904,1460.11,Cash
2795,2025-01-07,2025-01-31,Pending,448,3772.01,Cash
2796,2024-11-09,2024-11-14,Pending,736,1803.96,PayPal
2797,2024-04-24,2024-04-28,Shipped,1000,11946.83,Cash
2798,2025-09-19,2025-10-06,Cancelled,487,2241.96,Debit Card
2799,2024-04-07,2024-04-27,Cancelled,219,2322.06,Bank Transfer
2800,2025-04-02,2025-04-25,Delivered,241,369.6,Cash
2801,2024-02-08,2024-02-23,Pending,318,3968.97,Debit Card
2802,2025-01-26,2025-02-19,Delivered,794,3922.77,PayPal
2803,2025-10-04,2025-10-25,Processing,718,392.4,Cash
2804,2025-02-05,2025-02-18,Delivered,961,,PayPal
2805,2024-10-20,2024-10-26,Pending,347,6723.74,Credit Card
2806,2024-05-09,2024-05-15,Cancelled,929,5559.3,Debit Card
2807,2024-12-06,2024-12-17,Processing,989,9283.26,Cash
2808,2023-12-21,2024-01-06,Pending,270,4384.6,Cash
2809,2025-08-11,2025-09-06,Processing,292,12875.23,Cash
2810,2024-06-01,2024-06-18,Pending,988,8300.12,Bank Transfer
2811,2024-08-26,2024-09-08,Cancelled,90,658.02,Cash
2812,2024-04-01,2024-04-11,Cancelled,812,7110.17,Credit Card
2813,2024-04-21,2024-04-24,Delivered,92,13503.4,PayPal
2814,2024-10-29,2024-11-06,Cancelled,806,5876.02,PayPal
2815,2024-10-08,2024-10-11,Cancelled,633,4741.29,Debit Card
2816,2025-07-07,2025-07-29,Delivered,244,3036.12,Credit Card
2817,2023-12-04,2023-12-15,Cancelled,27,4406.67,Credit Card
2818,2025-07-14,2025-07-19,Delivered,86,835.76,Bank Transfer
2819,2024-11-22,2024-12-15,Cancelled,949,1034.92,Credit Card
2820,2025-06-09,2025-06-21,Cancelled,814,8205.8,Bank Transfer
2821,2023-12-05,2023-12-23,,190,13790.03,Debit Card
2822,2024-06-08,2024-06-12,Cancelled,542,210.22,Bank Transfer
2823,2024-03-16,2024-04-12,Shipped,448,7093.28,PayPal
2824,2023-12-13,2024-01-07,Processing,491,7824.86,Credit Card
2825,2025-09-26,2025-10-06,Cancelled,729,11487.75,Credit Card
2826,2024-10-01,2024-10-06,Cancelled,501,11887.07,Bank Transfer
2827,2024-06-06,2024-06-22,Processing,162,6724.69,Debit Card
2828,2024-03-25,2024-04-08,Processing,606,2520.35,Debit Card
2829,2025-01-20,,Delivered,702,17787.12,Bank Transfer
2830,2025-06-19,2025-07-09,Pending,394,8973.17,PayPal
2831,2025-10-22,2025-11-05,Cancelled,160,4908.53,Cash
2832,2024-04-16,2024-04-27,Pending,706,267.33,Debit Card
2833,2025-10-03,2025-10-13,Shipped,808,19332.44,Credit Card
2834,2024-02-20,,Processing,633,1963.04,Debit Card
2835,2024-12-22,2025-01-11,Processing,918,6061.44,PayPal
2836,2024-09-18,2024-09-28,Pending,433,4046.5,Credit Card
2837,2024-08-31,2024-09-04,Cancelled,401,,Cash
2838,2024-01-17,2024-02-09,Cancelled,958,6617.87,Debit Card
2839,2025-09-17,2025-10-16,Cancelled,137,6876.21,Cash
2840,2023-12-18,2023-12-28,Processing,594,213.2,
2841,2025-06-12,2025-06-17,Shipped,888,1834.35,PayPal
2842,2025-10-31,2025-11-19,Pending,357,3131.36,Bank Transfer
2843,2024-01-13,2024-02-03,Cancelled,379,8505.9,PayPal
2844,2025-03-14,2025-03-29,Shipped,588,3177.1,Cash
2845,2023-12-05,2023-12-25,Delivered,668,2426.77,Bank Transfer
2846,2023-12-06,2023-12-16,Delivered,68,4632.36,PayPal
2847,2025-10-29,2025-11-04,Shipped,295,6870.78,Debit Card
2848,2024-06-25,2024-07-02,,492,6659.72,Debit Card
2849,2025-05-05,2025-05-20,Processing,89,9248.29,Debit Card
2850,2024-07-22,2024-07-28,Shipped,187,9610.56,Credit Card
2851,2025-03-05,2025-03-14,Shipped,383,5043.26,Cash
2852,2025-05-14,2025-05-29,Processing,970,5013.86,Cash
2853,2024-06-16,2024-07-04,Cancelled,306,2503.0,PayPal
2854,2024-06-23,2024-07-12,Processing,897,1264.14,Credit Card
2855,2025-08-08,2025-09-01,Pending,327,8857.38,Cash
2856,2024-04-07,2024-05-01,Cancelled,857,2841.1,Cash
2857,2024-04-02,2024-04-10,Delivered,707,13334.25,Credit Card
2858,2025-11-01,2025-11-28,Processing,518,8416.05,Credit Card
2859,2024-08-15,2024-08-18,Pending,406,7782.06,Credit Card
2860,2023-12-03,2023-12-22,Delivered,855,2212.16,Cash
2861,2024-05-05,2024-05-20,Delivered,926,5695.42,Cash
2862,2024-02-07,,Pending,180,6292.01,Cash
2863,2024-05-04,,Processing,149,5741.09,Bank Transfer
2864,2025-07-18,2025-08-03,Cancelled,366,6856.67,Credit Card
2865,2024-05-17,2024-06-11,Shipped,506,5767.61,Debit Card
2866,2025-07-11,2025-07-27,Processing,661,6862.11,Credit Card
2867,2025-09-11,2025-09-27,Shipped,419,2265.34,Credit Card
2868,2025-05-08,2025-05-12,Shipped,387,,Debit Card
2869,2025-10-10,2025-11-09,Processing,38,8919.81,Bank Transfer
2870,2024-07-20,2024-08-16,Shipped,987,2758.33,Cash
2871,2024-07-15,2024-07-26,Delivered,560,3937.9,Debit Card
2872,2024-04-03,2024-05-03,Pending,790,11030.96,Debit Card
2873,2024-01-25,2024-02-24,Cancelled,334,6454.87,PayPal
2874,2024-06-19,2024-07-11,Shipped,996,16659.8,Cash
2875,2025-06-08,2025-06-20,Delivered,866,839.27,Cash
2876,2024-03-15,2024-03-23,,383,5852.51,PayPal
2877,2024-09-04,2024-09-22,Cancelled,695,8414.65,PayPal
2878,2025-03-18,2025-04-10,Pending,725,1545.66,Bank Transfer
2879,2025-08-05,2025-08-21,Pending,598,5824.53,Debit Card
2880,2025-07-04,2025-07-29,Cancelled,318,3910.48,Credit Card
2881,2025-10-11,2025-11-06,Delivered,251,2793.48,Bank Transfer
2882,2023-12-22,2024-01-02,Processing,344,107.8,Bank Transfer
2883,2024-06-26,2024-07-20,Cancelled,212,9096.32,Bank Transfer
2884,2024-01-15,2024-02-10,Delivered,410,7057.4,Cash
2885,2025-03-01,2025-03-05,Delivered,342,9908.45,Debit Card
2886,2025-04-11,2025-05-08,Delivered,791,6851.84,PayPal
2887,2024-12-30,2025-01-29,Processing,734,4990.58,Cash
2888,2024-06-03,2024-06-12,Shipped,655,3895.58,PayPal
2889,2025-04-25,2025-05-02,Cancelled,463,10764.86,Debit Card
2890,2024-02-13,2024-03-11,Delivered,67,1440.94,Debit Card
2891,2024-02-25,2024-03-19,Shipped,487,12459.22,PayPal
2892,2025-02-08,2025-02-28,Shipped,243,14347.64,Bank Transfer
2893,2025-03-11,2025-03-27,Shipped,277,6160.84,PayPal
2894,2024-11-05,2024-11-30,Delivered,18,2040.03,Debit Card
2895,2025-01-08,2025-01-22,Cancelled,987,9875.0,Bank Transfer
2896,2025-02-17,2025-03-04,Delivered,307,5084.14,Bank Transfer
2897,2024-07-07,2024-07-31,Pending,790,10208.56,Cash
2898,2024-02-11,2024-03-08,Delivered,277,1371.23,Bank Transfer
2899,2025-05-27,2025-05-30,Cancelled,330,1480.95,Debit Card
2900,2024-01-12,2024-01-17,Cancelled,653,1018.23,Cash
2901,2024-07-06,2024-07-28,Processing,505,12978.29,Bank Transfer
2902,2025-07-18,2025-08-08,Pending,552,15348.0,PayPal
2903,2025-04-26,2025-05-15,Cancelled,690,12171.0,Debit Card
2904,2024-10-29,2024-11-08,Pending,304,13966.46,PayPal
2905,2024-12-24,2024-12-27,Shipped,228,2747.94,Cash
2906,2024-03-09,2024-03-15,Delivered,604,5051.69,Bank Transfer
2907,2025-02-15,,Delivered,915,7623.38,Credit Card
2908,2025-02-17,2025-02-25,Cancelled,914,8534.69,Cash
2909,2024-01-22,2024-02-18,Delivered,260,3195.62,Credit Card
2910,2024-12-02,2024-12-29,Delivered,958,753.66,PayPal
2911,2024-01-11,2024-01-17,Pending,514,7146.46,Bank Transfer
2912,2024-10-04,2024-11-01,Pending,604,8841.34,Debit Card
2913,2024-01-11,2024-01-14,Cancelled,556,8662.33,Cash
2914,2024-01-06,2024-01-21,Cancelled,930,8264.91,Bank Transfer
2915,2024-06-12,2024-07-06,Shipped,411,10676.34,PayPal
2916,2024-05-17,2024-05-25,Processing,31,3431.22,Cash
2917,2024-10-07,2024-11-04,Pending,771,10536.25,Cash
2918,2025-03-30,2025-04-09,Cancelled,658,3463.65,PayPal
2919,2024-11-18,2024-12-03,Shipped,643,11411.1,PayPal
2920,2024-08-07,2024-08-24,Pending,71,4500.59,Credit Card
2921,2025-10-18,2025-11-02,Cancelled,724,6220.43,Bank Transfer
2922,2025-10-07,2025-10-21,Cancelled,194,13550.96,Debit Card
2923,2025-03-10,2025-04-09,Pending,477,4107.19,Debit Card
2924,2025-01-10,2025-01-26,Pending,586,5928.47,PayPal
2925,2024-11-13,2024-11-29,Delivered,817,5627.01,Cash
2926,2024-08-28,,Pending,956,9893.73,PayPal
2927,2024-11-29,2024-12-13,Shipped,226,1287.02,Cash
2928,2024-06-03,2024-07-02,Pending,117,6934.25,Bank Transfer
2929,2024-04-15,2024-05-03,Cancelled,383,7892.13,Debit Card
2930,2025-05-13,2025-06-04,Cancelled,370,2002.14,
2931,2025-02-17,2025-02-26,Shipped,719,3420.22,Debit Card
2932,2025-09-08,2025-09-30,Pending,567,1104.58,Bank Transfer
2933,2025-06-15,2025-06-26,Pending,49,6059.34,Bank Transfer
2934,2024-03-01,2024-03-18,Processing,701,1513.12,Cash
2935,2025-01-07,2025-01-22,Delivered,539,276.93,Credit Card
2936,2023-12-21,2023-12-25,Shipped,212,7114.11,Cash
2937,2024-07-05,2024-07-09,Pending,560,1881.5,Debit Card
2938,2024-02-22,2024-02-28,Shipped,620,,Cash
2939,2024-04-28,2024-05-13,Pending,5,9833.52,Debit Card
2940,2025-05-27,2025-06-14,Pending,266,11348.52,Credit Card
2941,2024-11-06,2024-11-23,Shipped,352,8935.56,Credit Card
2942,2024-11-13,2024-11-19,Delivered,97,12426.74,Bank Transfer
2943,2024-05-27,2024-06-18,Shipped,726,7409.11,Cash
2944,2025-10-24,2025-11-17,Pending,773,6013.03,PayPal
2945,2025-09-23,2025-10-07,Delivered,344,7482.66,Cash
2946,2024-10-26,2024-11-07,Delivered,661,5192.15,Bank Transfer
2947,2024-01-08,2024-01-15,Processing,195,305.2,Credit Card
2948,2024-10-31,2024-11-23,Cancelled,276,6797.08,Cash
2949,2024-06-18,2024-07-03,Processing,804,8589.52,Debit Card
2950,2025-07-11,2025-08-09,Pending,599,1029.36,Credit Card
2951,2025-02-18,,Processing,212,15696.24,Credit Card
2952,2025-07-08,2025-08-05,Cancelled,647,8070.5,Bank Transfer
2953,2025-04-28,2025-05-13,Shipped,104,659.68,Credit Card
2954,2023-12-14,2023-12-28,Pending,835,9512.03,Bank Transfer
2955,2024-10-12,2024-11-03,Pending,493,3220.95,PayPal
2956,2024-11-14,2024-11-30,Pending,502,1457.08,Debit Card
2957,2025-09-01,2025-09-07,Cancelled,269,8303.11,Cash
2958,2023-12-22,2024-01-03,Shipped,324,18695.1,PayPal
2959,2025-03-27,2025-04-02,Pending,91,11025.93,Debit Card
2960,2025-08-23,2025-08-29,Cancelled,879,4423.79,PayPal
2961,2025-01-26,2025-02-19,Processing,850,11158.49,Credit Card
2962,2025-04-05,2025-04-17,Processing,828,2824.01,Credit Card
2963,2025-07-31,2025-08-30,Processing,517,6198.82,Cash
2964,2023-11-30,2023-12-06,Shipped,930,1417.2,Bank Transfer
2965,2024-03-09,2024-03-29,Pending,77,3217.54,Cash
2966,2025-09-25,2025-10-08,Shipped,828,1818.88,Credit Card
2967,2025-06-04,,Delivered,550,3840.4,Cash
2968,2025-03-22,2025-04-14,Shipped,836,7635.83,Credit Card
2969,2025-07-15,2025-07-30,Shipped,639,12252.13,Bank Transfer
2970,2025-03-17,2025-03-20,Pending,295,4594.51,Debit Card
2971,2024-06-26,2024-07-20,Cancelled,640,1450.1,Credit Card
2972,2024-04-04,2024-04-29,Cancelled,382,277.98,Bank Transfer
2973,2025-10-11,2025-10-26,Cancelled,25,2514.36,Credit Card
2974,2023-12-06,2023-12-26,Pending,37,8141.08,PayPal
2975,2024-09-08,2024-10-05,Shipped,908,7966.21,Credit Card
2976,2025-04-09,2025-05-02,Shipped,290,8773.14,Cash
2977,2025-08-02,2025-08-12,Shipped,704,17201.08,Debit Card
2978,2024-07-10,2024-08-03,Pending,171,8728.01,PayPal
2979,2025-03-06,2025-03-30,Cancelled,355,3242.82,PayPal
2980,2024-12-12,2025-01-07,Shipped,727,6791.84,Debit Card
2981,2024-07-04,2024-07-23,Shipped,799,3274.1,Debit Card
2982,2025-11-20,2025-12-18,Delivered,36,9289.11,Credit Card
2983,2024-09-09,2024-09-18,Cancelled,654,4053.14,PayPal
2984,2023-12-16,2024-01-09,Cancelled,800,6771.08,Debit Card
2985,2024-02-19,2024-03-04,Shipped,10,3440.7,Debit Card
2986,2023-12-03,,Pending,818,11354.8,Cash
2987,2025-04-09,2025-04-27,Delivered,333,13136.08,Debit Card
2988,2024-03-17,2024-03-31,Delivered,254,395.92,Debit Card
2989,2024-08-17,2024-08-23,Processing,865,,Cash
2990,2024-02-29,2024-03-05,Delivered,772,11274.25,Bank Transfer
2991,2025-09-22,2025-10-03,Pending,585,10738.86,Cash
2992,2024-09-25,2024-10-06,Processing,175,4885.0,Cash
2993,2023-12-04,2023-12-28,Processing,699,14927.92,Cash
2994,2024-04-01,2024-04-12,Delivered,460,811.98,Bank Transfer
2995,2025-10-16,2025-11-07,Pending,259,1975.95,PayPal
2996,2024-09-11,2024-10-05,Processing,556,9411.39,Cash
2997,2024-12-25,2025-01-22,Processing,26,6262.68,Credit Card
2998,2024-02-24,2024-03-05,Processing,519,6861.54,Credit Card
2999,2024-03-20,2024-03-29,Delivered,656,2058.35,Cash
3000,2025-07-25,2025-08-15,Cancelled,182,11830.71,Bank Transfer
3001,2024-04-23,2024-05-06,Delivered,732,,Debit Card
3002,2025-03-26,2025-04-09,Pending,621,4616.61,PayPal
3003,2024-06-26,2024-07-12,Cancelled,922,12393.28,Cash
3004,2024-08-22,2024-08-27,Pending,472,3183.7,Cash
3005,2025-08-02,2025-08-13,Cancelled,923,9777.15,Bank Transfer
3006,2024-05-28,2024-06-13,Processing,375,845.88,Cash
3007,2023-12-09,2023-12-18,Pending,797,2894.21,Credit Card
3008,2025-06-29,2025-07-17,Shipped,698,603.27,Bank Transfer
3009,2024-05-31,2024-06-21,Processing,906,11524.86,PayPal
3010,2024-09-20,2024-09-23,Delivered,562,3210.7,Bank Transfer
3011,2025-09-14,2025-10-05,Delivered,77,12213.57,Debit Card
3012,2024-05-25,2024-06-04,Shipped,898,1552.66,Cash
3013,2025-09-24,2025-10-22,Pending,11,6804.48,PayPal
3014,2024-07-04,2024-07-25,Cancelled,899,5541.34,Bank Transfer
3015,2023-11-26,2023-12-05,Pending,446,7364.64,Debit Card
3016,2024-05-04,2024-05-18,Cancelled,738,5254.55,PayPal
3017,2025-01-13,2025-01-16,Shipped,733,10348.77,Cash
3018,2024-05-10,2024-05-14,Pending,499,6575.26,Cash
3019,2024-03-03,2024-03-23,Pending,793,6987.81,Debit Card
3020,2024-05-10,2024-05-26,Shipped,381,352.87,PayPal
3021,2025-11-05,2025-11-18,Delivered,344,4879.4,PayPal
3022,2024-12-21,2025-01-14,Pending,313,11845.71,Credit Card
3023,2025-10-21,2025-11-03,Pending,447,8457.46,Credit Card
3024,2024-09-08,2024-09-20,Pending,344,12945.97,Bank Transfer
3025,2024-03-04,2024-03-19,Processing,105,5125.19,Credit Card
3026,2024-03-20,2024-03-30,Cancelled,617,5161.01,Cash
3027,2025-07-20,2025-08-05,Processing,534,13208.38,Debit Card
3028,2025-11-16,,Cancelled,206,7606.95,Credit Card
3029,2024-09-02,2024-09-17,Delivered,311,2812.98,PayPal
3030,2024-05-09,2024-06-02,Pending,459,11304.76,Credit Card
3031,2024-01-10,2024-01-14,Shipped,428,11903.06,
3032,2025-08-12,2025-09-05,Pending,90,13408.21,Credit Card
3033,2025-09-06,2025-09-22,Shipped,985,5216.09,PayPal
3034,2025-06-01,2025-06-30,Pending,554,6113.74,Debit Card
3035,2025-07-01,2025-07-07,Pending,870,7901.16,Bank Transfer
3036,2024-10-02,2024-10-07,Delivered,797,9585.38,Debit Card
3037,2024-09-24,2024-10-05,Processing,904,7208.51,Cash
3038,2024-08-20,2024-08-28,Delivered,434,9313.33,Cash
3039,2025-02-19,2025-02-27,Pending,379,2206.87,Credit Card
3040,2024-06-18,2024-07-08,Pending,737,2015.78,PayPal
3041,2025-06-21,2025-06-30,Shipped,263,13122.54,Credit Card
3042,2024-07-19,2024-07-24,Processing,360,6898.04,
3043,2024-05-24,2024-06-11,Delivered,256,7418.76,Cash
3044,2024-06-01,2024-06-12,Pending,547,4846.37,Bank Transfer
3045,2024-06-19,2024-06-27,Pending,121,1468.55,PayPal
3046,2024-04-02,2024-04-27,Cancelled,333,933.92,Credit Card
3047,2024-09-11,2024-09-26,Shipped,945,10115.45,Bank Transfer
3048,2023-12-04,2023-12-16,Cancelled,330,6737.15,Cash
3049,2024-05-14,2024-06-09,Delivered,564,7101.29,
3050,2025-04-01,2025-04-14,Delivered,910,1328.04,Bank Transfer
3051,2024-08-12,2024-08-18,Pending,772,9376.64,Cash
3052,2024-11-15,2024-11-24,Processing,124,3596.76,Bank Transfer
3053,2025-02-09,2025-03-10,Delivered,124,2350.97,PayPal
3054,2024-03-02,2024-03-27,Shipped,497,7712.88,Cash
3055,2025-07-26,2025-08-25,Processing,977,2051.6,
3056,2025-03-14,2025-04-07,Delivered,306,559.48,Cash
3057,2023-12-09,2024-01-08,Delivered,572,9513.03,Credit Card
3058,2025-07-26,2025-08-22,Delivered,422,2938.4,Credit Card
3059,2025-08-24,2025-09-22,Cancelled,248,3764.95,Bank Transfer
3060,2024-03-28,2024-04-27,Shipped,461,1808.66,Cash
3061,2024-07-14,2024-08-12,Cancelled,293,6987.03,Bank Transfer
3062,2025-02-12,2025-03-03,Delivered,135,15730.83,Credit Card
3063,2024-08-02,2024-08-05,Shipped,918,8332.43,Credit Card
3064,2024-11-17,2024-11-29,Pending,868,2455.09,Debit Card
3065,2025-09-20,2025-10-18,Pending,90,9884.76,Credit Card
3066,2025-02-18,2025-03-20,Cancelled,75,9175.91,Debit Card
3067,2024-07-24,2024-08-01,Delivered,186,8625.42,PayPal
3068,2024-12-09,2024-12-29,Cancelled,461,6732.23,PayPal
3069,2024-03-10,2024-03-30,Delivered,759,9663.78,Debit Card
3070,2024-12-08,,Delivered,765,4361.23,Debit Card
3071,2024-08-14,2024-08-22,Cancelled,197,1112.04,PayPal
3072,2025-08-14,2025-08-19,Processing,161,8900.79,PayPal
3073,2025-01-20,2025-02-02,Shipped,224,10114.2,Bank Transfer
3074,2024-12-13,2024-12-31,Cancelled,925,5423.53,Credit Card
3075,2024-12-26,2025-01-22,Processing,790,6844.84,Cash
3076,2025-04-03,2025-04-19,Delivered,983,9844.12,Bank Transfer
3077,2024-06-26,,Processing,982,5752.11,Credit Card
3078,2025-03-03,2025-03-13,Shipped,655,166.53,PayPal
3079,2024-12-21,2025-01-07,Delivered,133,14666.96,Cash
3080,2024-02-21,2024-03-02,Cancelled,965,2009.28,Debit Card
3081,2025-01-20,2025-01-31,Pending,140,4933.24,Bank Transfer
3082,2025-03-22,2025-04-09,Pending,947,11934.71,Bank Transfer
3083,2025-09-21,2025-10-20,Delivered,935,11430.38,Credit Card
3084,2024-01-05,,Pending,18,8754.55,Bank Transfer
3085,2025-08-23,2025-09-03,Pending,224,11981.16,Bank Transfer
3086,2025-06-21,2025-07-03,Processing,172,1919.5,PayPal
3087,2024-01-03,2024-01-27,Cancelled,43,9969.98,Debit Card
3088,2024-03-04,2024-03-17,Shipped,149,7170.58,Credit Card
3089,2024-12-03,,Delivered,1,9824.47,Cash
3090,2024-01-18,2024-01-21,Shipped,814,2818.79,Cash
3091,2025-11-17,2025-12-04,Pending,355,7745.39,Cash
3092,2024-03-06,2024-03-26,Delivered,548,169.7,Bank Transfer
3093,2025-06-08,2025-06-20,Pending,270,4408.66,Bank Transfer
3094,2025-07-03,2025-07-09,Delivered,675,13700.79,Bank Transfer
3095,2024-06-04,2024-06-07,Delivered,308,3624.41,Credit Card
3096,2025-07-19,2025-08-16,Pending,473,2606.38,PayPal
3097,2024-01-25,2024-02-02,Shipped,41,2326.53,Cash
3098,2025-05-13,2025-05-29,Pending,988,7480.39,Debit Card
3099,2025-11-22,2025-12-04,Cancelled,842,1468.59,Bank Transfer
3100,2025-11-03,2025-11-22,Delivered,835,4281.11,Bank Transfer
3101,2024-05-06,2024-05-25,Delivered,458,428.57,Credit Card
3102,2024-08-28,,Processing,361,9365.45,Credit Card
3103,2024-02-29,2024-03-20,Processing,895,11980.98,Cash
3104,2024-12-20,2025-01-05,Shipped,10,9328.39,Debit Card
3105,2025-03-16,2025-04-08,Cancelled,168,10616.65,Credit Card
3106,2025-08-25,2025-09-20,Processing,574,2760.89,
3107,2024-02-24,2024-03-13,Processing,466,1972.49,Credit Card
3108,2024-09-27,2024-10-13,Delivered,869,637.53,Credit Card
3109,2024-05-30,2024-06-29,Delivered,466,5306.79,Debit Card
3110,2024-12-23,2024-12-30,Shipped,634,4668.16,Bank Transfer
3111,2024-11-20,2024-11-29,Pending,271,1884.49,Bank Transfer
3112,2025-11-22,2025-12-20,Processing,991,4299.44,Credit Card
3113,2024-06-24,2024-07-18,Delivered,943,2210.72,Cash
3114,2024-11-25,2024-12-17,Processing,719,391.36,Cash
3115,2024-03-28,2024-04-20,Cancelled,717,5359.24,Debit Card
3116,2024-02-03,2024-02-19,Processing,585,12980.78,Cash
3117,2023-12-19,2024-01-18,Delivered,69,9531.84,Bank Transfer
3118,2025-05-22,2025-06-17,Cancelled,811,11192.26,Debit Card
3119,2024-11-03,2024-11-14,Pending,59,6335.54,Credit Card
3120,2024-03-15,2024-03-20,Cancelled,344,4636.54,Credit Card
3121,2025-06-19,2025-06-26,Shipped,805,15914.86,PayPal
3122,2024-05-04,2024-05-17,Processing,121,5711.25,Bank Transfer
3123,2024-11-14,2024-12-03,Pending,678,7378.01,Cash
3124,2025-04-19,,Shipped,19,5258.25,Debit Card
3125,2025-02-26,2025-03-26,Cancelled,694,,Cash
3126,2024-10-23,2024-11-19,Cancelled,87,6423.8,Debit Card
3127,2025-10-28,2025-11-24,Processing,383,896.37,Bank Transfer
3128,2024-06-21,2024-07-08,Processing,364,5411.53,Cash
3129,2024-05-19,2024-05-25,Cancelled,441,5160.78,PayPal
3130,2024-05-01,2024-05-08,Shipped,913,2382.72,Debit Card
3131,2024-05-06,2024-06-03,Pending,464,12355.14,Bank Transfer
3132,2024-11-14,2024-12-09,Processing,182,6305.82,Debit Card
3133,2024-01-09,2024-01-27,,443,664.8,Cash
3134,2025-07-20,2025-08-12,Processing,733,16986.03,Cash
3135,2024-06-03,2024-07-03,Delivered,969,6547.08,Bank Transfer
3136,2023-12-04,2024-01-01,Shipped,969,400.08,Cash
3137,2025-06-19,2025-07-12,Delivered,746,203.92,PayPal
3138,2025-01-12,2025-02-02,Processing,563,897.7,Credit Card
3139,2025-09-10,2025-10-10,Pending,240,11966.99,Cash
3140,2025-11-24,2025-12-06,Processing,314,5645.83,PayPal
3141,2025-02-24,,Processing,395,4719.67,Bank Transfer
3142,2024-01-27,2024-02-24,Delivered,413,5535.35,Bank Transfer
3143,2025-04-18,2025-04-27,Pending,471,9495.05,Debit Card
